job_number,address,address_house,address_street,latitude,longitude,ycoord,xcoord,bin,bbl,boro,block,lot,dob_type,job_type,job_description,dcp_occ_category,occ_init,occ_prop,dob_occ_init,dob_occ_prop,dcp_status,dob_status,status_date,status_a,status_a_year,status_d,status_p,status_q,status_q_year,status_r,status_x,dob_bldg_type,stories_init,stories_prop,zoningsft_init,zoningsft_prop,units_init,units_prop,units_net,units_net_complete,units_net_incomplete,earliest_effectivedate,latest_effectivedate,latest_certtype,latest_cofo,u_2007_existtotal,u_2008_existtotal,u_2009_existtotal,u_2010pre_existtotal,u_2010post_existtotal,u_2011_existtotal,u_2012_existtotal,u_2013_existtotal,u_2014_existtotal,u_2015_existtotal,u_2016_existtotal,u_2017_existtotal,u_2018_existtotal,unit_change_2007,unit_change_2008,unit_change_2009,unit_change_preapr2010,unit_change_postapr2010,unit_change_2011,unit_change_2012,unit_change_2013,unit_change_2014,unit_change_2015,unit_change_2016,unit_change_2017,unit_change_2018,u_2007_netcomplete,u_2008_netcomplete,u_2009_netcomplete,u_2010pre_netcomplete,u_2010post_netcomplete,u_2011_netcomplete,u_2012_netcomplete,u_2013_netcomplete,u_2014_netcomplete,u_2015_netcomplete,u_2016_netcomplete,u_2017_netcomplete,u_2018_netcomplete,geo_cd,geo_ntacode,geo_ntaname,geo_censusblock,geo_csd,f_pfirms2015_100yr,x_dcpedited,x_mixeduse,x_dup_flag,x_dup_id,x_dup_maxstatusdate,x_dup_maxcofodate,x_geomsource,x_occsource,x_inactive,x_outlier,x_withdrawal,geom
420472312,64-61 232STREET,64-61,232STREET,40.749674,-73.745819,,,4542903,4076670004,QUEENS,07667,00049,NB,New Building,PROPOSE BRICK & BLOCK ONE CAR GARAGE.,Other,Empty Lot,"Industrial, Storage & Utilities",,S-2,Complete,SIGNED OFF,12/06/2012 12:00:00 AM,08/16/2011,2011,08/16/2011,10/07/2011,2011-12-13,2-13,02/13/2012,12/06/2012,1-2-3 FAMILY,0,1,0,200,0,0,0,0,0,2012-12-06,2012-12-06,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
420472330,64-61 232STREET,64-61,232STREET,40.749674,-73.745819,,,4542903,4076670004,QUEENS,07667,00049,NB,New Building,"PROPOSE TWO STORY, TWO FAMILY, FRAME NEW BUILDING",Residential,Empty Lot,Residential: 1 & 2 Family,,R-3,Complete,SIGNED OFF,11/26/2012 12:00:00 AM,08/16/2011,2011,08/16/2011,10/17/2011,2011-12-13,2-13,01/12/2012,11/26/2012,1-2-3 FAMILY,0,2,0,2700,0,2,2,2,0,2012-11-26,2012-11-26,C- CO,2,0,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
420344381,64-54 233 STREET,64-54,233 STREET,40.749924,-73.744926,,,4542908,4076670003,QUEENS,07667,00032,NB,New Building,CONSTRUCT A NEW 2-STY WITH CELLAR 2-FAMILY RESIDENTIAL BUILDING. OBTAIN CERTIFICATE OF OCCUPANCY.,Residential,Empty Lot,Residential: 1 & 2 Family,,R-3,Complete,SIGNED OFF,06/28/2012 12:00:00 AM,04/15/2011,2011,04/15/2011,06/06/2011,2011-11-25,1-25,12/23/2011,06/28/2012,1-2-3 FAMILY,0,2,0,2600,0,2,2,2,0,2012-06-28,2012-06-28,C- CO,2,0,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
420344390,64-54 233 STREET,64-54,233 STREET,40.749924,-73.744926,,,4542908,4076670003,QUEENS,07667,00032,NB,New Building,CONSTRUCT ACCESSORY ONE STORY CONCRETE BLOCK GARAGE. OBTAIN CERTIFICATE OF OCCUPANCY.,Other,Empty Lot,Garage/Miscellaneous,,U,Complete,SIGNED OFF,06/18/2012 12:00:00 AM,04/15/2011,2011,04/15/2011,06/07/2011,2012-02-10,2-10,02/27/2012,06/18/2012,1-2-3 FAMILY,0,1,0,300,0,,,,,2012-06-18,2012-06-18,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,0,
420804730,57-32 255 STREET,57-32,255 STREET,40.762577,-73.725554,,,4543076,4083440004,QUEENS,08344,00040,NB,New Building,NEW 2 STORY / 2 FAMILY BUILDING.,Residential,Empty Lot,Residential: 1 & 2 Family,,R-3,Complete,SIGNED OFF,07/18/2014 12:00:00 AM,01/18/2013,2013,01/18/2013,04/15/2013,2013-05-20,5-20,11/18/2013,07/18/2014,1-2-3 FAMILY,0,2,0,2292,0,2,2,2,0,2014-07-18,2014-07-18,C- CO,2,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
420805098,57-32 255 STREET,57-32,255 STREET,40.762577,-73.725554,,,4543076,4083440004,QUEENS,08344,00040,NB,New Building,NEW ONE CAR GARAGE.,Other,Empty Lot,Garage/Miscellaneous,,U,Complete,SIGNED OFF,07/18/2014 12:00:00 AM,01/22/2013,2013,01/22/2013,04/15/2013,2013-05-20,5-20,11/18/2013,07/18/2014,1-2-3 FAMILY,0,1,0,280,0,,,,,2014-07-18,2014-07-18,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,0,
420804749,57-36 255 STREET,57-36,255 STREET,40.762533,-73.725540,,,4543078,4083440004,QUEENS,08344,00045,NB,New Building,NEW 2 STORY / 2 FAMILY BUILDING.,Residential,Empty Lot,Residential: 1 & 2 Family,,R-3,Complete,SIGNED OFF,07/22/2014 12:00:00 AM,01/18/2013,2013,01/18/2013,04/15/2013,2013-06-12,6-12,11/18/2013,07/22/2014,1-2-3 FAMILY,0,2,0,2000,0,2,2,2,0,2014-07-22,2014-07-22,C- CO,2,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
420805089,57-36 255 STREET,57-36,255 STREET,40.762533,-73.725540,,,4543078,4083440004,QUEENS,08344,00045,NB,New Building,NEW ONE CAR GARAGE.,Other,Empty Lot,Garage/Miscellaneous,,U,Complete,SIGNED OFF,07/22/2014 12:00:00 AM,01/22/2013,2013,01/22/2013,04/15/2013,2013-06-12,6-12,11/18/2013,07/22/2014,1-2-3 FAMILY,0,1,0,280,0,,,,,2014-07-22,2014-07-22,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,0,
420822159,72-20 57TH AVENUE,72-20,57TH AVENUE,40.728303,-73.890404,,,4543143,4028080006,QUEENS,02808,00067,NB,New Building,PROPOSED A 2 FAMILY 3-STORY RESIDENTIAL BUILDING,Residential,Empty Lot,Residential: 1 & 2 Family,,R-3,Complete,SIGNED OFF,01/29/2016 12:00:00 AM,03/13/2013,2013,03/13/2013,09/20/2013,2014-03-04,3-04,07/30/2014,01/29/2016,1-2-3 FAMILY,0,3,0,2856,0,2,2,2,0,2016-01-29,2016-01-29,C- CO,2,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,,,,,,,,,,,,,,,false,,0,
420874030,72-20 57 AVE,72-20,57 AVE,40.728303,-73.890404,,,4543143,4028080006,QUEENS,02808,00067,NB,New Building,PROPOSED ONE NEW  CAR GARAGE,Other,Empty Lot,Garage/Miscellaneous,,U,Complete,SIGNED OFF,02/03/2016 12:00:00 AM,08/20/2013,2013,08/20/2013,09/30/2013,2014-04-01,4-01,08/20/2015,02/03/2016,1-2-3 FAMILY,0,1,0,300,0,,,,,2016-02-03,2016-02-03,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,0,
420822140,72-18 57TH AVENUE,72-18,57TH AVENUE,40.728303,-73.890422,,,4543144,4028080006,QUEENS,02808,00066,NB,New Building,PROPOSED A 2 FAMILY 3-STORY RESIDENTIAL BUILDING,Residential,Empty Lot,Residential: 1 & 2 Family,,R-3,Complete,SIGNED OFF,12/30/2015 12:00:00 AM,03/13/2013,2013,03/13/2013,09/20/2013,2013-12-04,2-04,07/30/2014,12/30/2015,1-2-3 FAMILY,0,3,0,2856,0,2,2,2,0,2015-12-30,2015-12-30,C- CO,2,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,,,,,,,,,false,,0,
420874049,72-18 57 AVE,72-18,57 AVE,40.728303,-73.890422,,,4543144,4028080006,QUEENS,02808,00066,NB,New Building,PROPOSED ONE NEW  CAR GARAGE,Other,Empty Lot,Garage/Miscellaneous,,U,Complete,SIGNED OFF,02/03/2016 12:00:00 AM,08/20/2013,2013,08/20/2013,10/04/2013,2014-03-26,3-26,08/20/2015,02/03/2016,1-2-3 FAMILY,0,1,0,300,0,,,,,2016-02-03,2016-02-03,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,0,
410194837,23-52 91 STREET,23-52,91 STREET,40.766732,-73.878886,,,4543214,4010840012,QUEENS,01084,00129,NB,New Building,ERECT A 2 STORY NEW BUILDING,Residential,Empty Lot,Residential: 1 & 2 Family,,R-3,Complete,SIGNED OFF,09/08/2010 12:00:00 AM,11/19/2008,2008,11/19/2008,12/26/2008,2009-06-19,6-19,09/17/2009,09/08/2010,1-2-3 FAMILY,0,2,0,2005,0,2,2,0,0,2010-09-08,2010-09-08,C- CO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,,,,,,,,,,,,,,false,,0,
410201650,23-52 91 STREET,23-52,91 STREET,40.766732,-73.878886,,,4543214,4010840012,QUEENS,01084,00129,NB,New Building,ERECTING NEW ENCLOSED GARAGE ACCESSORY TO A 2-FAMILY  NEW BUILDING   NB # 410194837,Other,Empty Lot,"Industrial, Storage & Utilities",,S-2,Complete,SIGNED OFF,09/09/2010 12:00:00 AM,12/05/2008,2008,12/17/2008,01/06/2009,2009-06-19,6-19,06/19/2009,09/09/2010,1-2-3 FAMILY,0,1,0,200,0,0,0,0,0,2010-09-09,2010-09-09,C- CO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
420811795,27-34 HUMPHREYS STREET,27-34,HUMPHREYS STREET,40.763396,-73.867524,,,4543281,4016600002,QUEENS,01660,00024,NB,New Building,"ERECT A 2-STORY, 3-FAMILY NEW BUILDING",Residential,Empty Lot,Residential: Multi-Family,,R-2,Complete,SIGNED OFF,12/24/2013 12:00:00 AM,02/12/2013,2013,02/12/2013,05/28/2013,2013-05-31,5-31,08/12/2013,12/24/2013,1-2-3 FAMILY,0,2,0,1950,0,3,3,3,0,2013-12-24,2013-12-24,C- CO,3,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,-3,-3,-3,-3,-3,-3,-3,0,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
420812847,27-34 HUMPHREYS STREET,27-34,HUMPHREYS STREET,40.763396,-73.867524,,,4543281,4016600002,QUEENS,01660,00024,NB,New Building,ERECT 1-STORY ONE CAR GARAGE ACCESSORY TO DWELLINGS  NB# 420811795,Other,Empty Lot,Garage/Miscellaneous,,U,Complete,SIGNED OFF,12/20/2013 12:00:00 AM,04/11/2013,2013,04/11/2013,06/20/2013,2013-07-15,7-15,07/17/2013,12/20/2013,1-2-3 FAMILY,0,1,0,250,0,,,,,2013-12-20,2013-12-20,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,0,
420811811,27-40 HUMPHREYS STREET,27-40,HUMPHREYS STREET,40.763387,-73.867517,,,4543284,4016600002,QUEENS,01660,00026,NB,New Building,ERECT A 2-STORY NEW BUILDING,Residential,Empty Lot,Residential: Multi-Family,,R-2,Complete,SIGNED OFF,12/24/2013 12:00:00 AM,02/12/2013,2013,02/12/2013,05/28/2013,2013-05-31,5-31,07/17/2013,12/24/2013,1-2-3 FAMILY,0,2,0,1950,0,3,3,3,0,2013-12-24,2013-12-24,C- CO,3,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,-3,-3,-3,-3,-3,-3,-3,0,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
420812516,27-40 HUMPHREYS STREET,27-40,HUMPHREYS STREET,40.763387,-73.867517,,,4543284,4016600002,QUEENS,01660,00026,NB,New Building,ERECT 1-STORY ONE CAR GARAGE ACCESSORY TO DWELLINGS  NB# 420811795,Other,Empty Lot,Garage/Miscellaneous,,U,Complete,SIGNED OFF,12/20/2013 12:00:00 AM,04/11/2013,2013,04/11/2013,06/20/2013,2013-07-15,7-15,07/17/2013,12/20/2013,1-2-3 FAMILY,0,1,0,250,0,,,,,2013-12-20,2013-12-20,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,0,
420814364,201-07 19 AVENUE,201-07,19 AVENUE,40.780716,-73.791872,,,4543773,4057830003,QUEENS,05783,00037,NB,New Building,PROPOSED THREE STORY TWO FAMILY NEW BUILDING,Residential,Empty Lot,Residential: 1 & 2 Family,,R-3,Complete,SIGNED OFF,06/18/2015 12:00:00 AM,02/19/2013,2013,02/19/2013,08/28/2013,2013-09-06,9-06,10/03/2014,06/18/2015,1-2-3 FAMILY,0,3,0,1742,0,2,2,2,0,2015-06-18,2015-06-18,C- CO,2,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,,,,,,,,,false,,0,
420840594,201-07 19 AVENUE,201-07,19 AVENUE,40.780716,-73.791872,,,4543773,4057830003,QUEENS,05783,00037,NB,New Building,NEW BUILDING - DETACHED ONE-CAR GARAGE,Other,Empty Lot,Garage/Miscellaneous,,U,Complete,SIGNED OFF,06/18/2015 12:00:00 AM,04/30/2013,2013,04/30/2013,11/06/2013,2013-12-06,2-06,10/03/2014,06/18/2015,1-2-3 FAMILY,0,1,0,240,0,,,,,2015-06-18,2015-06-18,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,0,
420135865,51-63 72 PLACE,51-63,72 PLACE,40.734093,-73.891163,,,4544090,4024850000,QUEENS,02485,00007,NB,New Building,"ERECT A 3-STORY , 2-FAMILY NEW BUILDING ON VACANT LOT",Residential,Empty Lot,Residential: 1 & 2 Family,,R-3,Complete,SIGNED OFF,09/27/2011 12:00:00 AM,02/01/2010,2010,02/18/2010,08/02/2010,2010-09-02,9-02,09/03/2010,09/27/2011,1-2-3 FAMILY,0,3,0,2516,0,2,2,2,0,2011-09-27,2011-09-27,C- CO,2,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
420174000,51-63 72 PLACE,51-63,72 PLACE,40.734093,-73.891163,,,4544090,4024850000,QUEENS,02485,00007,NB,New Building,"NEW ENCLOSED DETACHED ONE CAR GARAGE, ACCESSORY TO 2-FAMILY DWELLING, NB# 420135865",Other,Empty Lot,Garage/Miscellaneous,,U,Complete,SIGNED OFF,09/30/2011 12:00:00 AM,04/14/2010,2010,04/14/2010,08/24/2010,2010-09-07,9-07,09/07/2010,09/30/2011,1-2-3 FAMILY,0,1,0,2218,0,,,,,2011-09-30,2011-09-30,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,0,
420116109,135-37 124 STREET,135-37,124 STREET,40.669272,-73.815445,,,4545181,4118580001,QUEENS,11858,00017,NB,New Building,HEREWITH TO PROPOSE (1) ONE MASONRY CAR GARAGE.,Other,Empty Lot,Garage/Miscellaneous,,U,Complete,SIGNED OFF,02/25/2013 12:00:00 AM,12/17/2009,2009,12/17/2009,05/10/2010,2010-07-15,7-15,08/13/2010,02/25/2013,1-2-3 FAMILY,0,1,0,280,0,,,,,2013-02-25,2013-02-25,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,0,
420116118,135-37 124 STREET,135-37,124 STREET,40.669272,-73.815445,,,4545181,4118580001,QUEENS,11858,00017,NB,New Building,"HEREWITH TO PROPOSE 2 STORY BUILDING, ONE FAMILY DWELLING.",Residential,Empty Lot,Residential: 1 & 2 Family,,R-3,Complete,SIGNED OFF,02/07/2013 12:00:00 AM,12/17/2009,2009,12/17/2009,05/06/2010,2010-07-02,7-02,08/13/2010,02/07/2013,1-2-3 FAMILY,0,2,0,2258,0,1,1,1,0,2013-02-07,2013-02-07,C- CO,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
420116083,135-39 124 STREET,135-39,124 STREET,40.669272,-73.815445,,,4545198,4118580001,QUEENS,11858,00016,NB,New Building,HEREWITH TO PROPOSE (1) ONE MASONRY CAR GARAGE.,Other,Empty Lot,Garage/Miscellaneous,,U,Complete,SIGNED OFF,02/25/2013 12:00:00 AM,12/17/2009,2009,12/17/2009,05/10/2010,2010-07-15,7-15,08/13/2010,02/25/2013,1-2-3 FAMILY,0,1,0,280,0,,,,,2013-02-25,2013-02-25,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,0,
420116092,135-39 124 STREET,135-39,124 STREET,40.669272,-73.815445,,,4545198,4118580001,QUEENS,11858,00016,NB,New Building,"HEREWITH TO PROPOSE 2 STORY BUILDING,ONE FAMILY DWELLING.",Residential,Empty Lot,Residential: 1 & 2 Family,,R-3,Complete,SIGNED OFF,03/01/2013 12:00:00 AM,12/17/2009,2009,12/17/2009,04/22/2010,2010-07-02,7-02,08/13/2010,03/01/2013,1-2-3 FAMILY,0,2,0,2258,0,1,1,1,0,2013-03-01,2013-03-01,C- CO,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
410028312,117-39A 134 STREET,117-39A,134 STREET,40.676768,-73.805316,,,4547155,4116980004,QUEENS,11698,00045,NB,New Building,,Residential,Empty Lot,Residential: 1 & 2 Family,,J-3,Complete,SIGNED OFF,08/12/2014 12:00:00 AM,11/08/2007,2007,11/19/2007,11/30/2007,2008-01-10,1-10,12/31/2012,08/12/2014,1-2-3 FAMILY,0,2,0,0,0,2,2,2,0,2014-06-18,2014-08-12,C- CO,2,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
420817147,117-39A 134TH STREET,117-39A,134TH STREET,40.676768,-73.805316,,,4547155,4116980004,QUEENS,11698,00045,NB,New Building,THIS APPLICATION IS FILED TO PROPOSE 1-NEW CAR GARAGE.,Other,Empty Lot,"Industrial, Storage & Utilities",,S-2,Complete,SIGNED OFF,08/12/2014 12:00:00 AM,02/27/2013,2013,02/27/2013,08/15/2013,2013-09-05,9-05,09/05/2013,08/12/2014,1-2-3 FAMILY,0,1,0,407,0,,,,,2014-08-12,2014-08-12,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,0,
410028303,117-39 134 STREET,117-39,134 STREET,40.676768,-73.805316,,,4547156,4116980004,QUEENS,11698,00045,NB,New Building,,Residential,Empty Lot,Residential: 1 & 2 Family,,J-3,Complete,SIGNED OFF,08/12/2014 12:00:00 AM,11/08/2007,2007,11/19/2007,12/27/2007,2008-01-10,1-10,12/31/2012,08/12/2014,1-2-3 FAMILY,0,2,0,0,0,2,2,2,0,2014-04-17,2014-08-12,C- CO,2,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
420817138,117-39 134 STREET,117-39,134 STREET,40.676768,-73.805316,,,4547156,4116980004,QUEENS,11698,00045,NB,New Building,THIS APPLICATION IS FILED TO PROPOSE 1-NEW CAR GARAGE,Other,Empty Lot,Garage/Miscellaneous,,U,Complete,SIGNED OFF,08/12/2014 12:00:00 AM,02/27/2013,2013,02/27/2013,08/15/2013,2013-09-05,9-05,09/05/2013,08/12/2014,1-2-3 FAMILY,0,1,0,216,0,,,,,2014-08-12,2014-08-12,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,0,
420818869,34-17 149TH PLACE,34-17,149TH PLACE,40.767322,-73.816466,,,4548435,4049990000,QUEENS,04999,00007,NB,New Building,PROPOSED (2) TWO FAMILY DWELLINGS,Residential,Empty Lot,Residential: 1 & 2 Family,,R-3,Complete,SIGNED OFF,08/12/2014 12:00:00 AM,04/02/2013,2013,04/03/2013,07/19/2013,2013-08-13,8-13,09/24/2013,08/12/2014,1-2-3 FAMILY,0,2,0,2120,0,2,2,2,0,2014-08-12,2014-08-12,C- CO,2,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
420850984,34-17 149 PLACE,34-17,149 PLACE,40.767322,-73.816466,,,4548435,4049990000,QUEENS,04999,00007,NB,New Building,PROPOSED A NEW ONE CAR GARAGE.,Other,Empty Lot,Garage/Miscellaneous,,U,Complete,SIGNED OFF,08/14/2014 12:00:00 AM,05/30/2013,2013,05/30/2013,07/08/2013,2013-08-14,8-14,09/24/2013,08/14/2014,OTHERS,0,1,0,300,0,0,0,0,0,2014-08-14,2014-08-14,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
410041299,33-35 109 STREET,33-35,109 STREET,40.757294,-73.860169,,,4548843,4017240004,QUEENS,01724,00046,NB,New Building,,Other,Empty Lot,,,J-0,Complete,SIGNED OFF,05/04/2010 12:00:00 AM,11/29/2007,2007,11/29/2007,01/14/2008,2008-03-31,3-31,05/12/2008,05/04/2010,1-2-3 FAMILY,0,3,0,0,0,3,3,0,0,2010-05-04,2010-05-04,C- CO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,,,,,,,,,,,,geoclient,,false,,0,0101000020E610000007EF7D8C057752C00F5EBF1FE1604440
410055283,33-35 109 STREET,33-35,109 STREET,40.757294,-73.860169,,,4548843,4017240004,QUEENS,01724,00046,NB,New Building,,Other,Empty Lot,"Industrial, Storage & Utilities",,B-2,Complete,SIGNED OFF,11/09/2010 12:00:00 AM,01/18/2008,2008,01/18/2008,03/05/2008,2008-04-29,4-29,07/21/2009,11/09/2010,1-2-3 FAMILY,0,1,0,0,0,,,,,2010-11-09,2010-11-09,C- CO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,geoclient,,false,,0,0101000020E610000007EF7D8C057752C00F5EBF1FE1604440
420039318,168-07 81 AVENUE,168-07,81 AVENUE,40.721646,-73.799452,,,4549659,4070190002,QUEENS,07019,00028,NB,New Building,TO BUILT A 2-STORY NEW BUILDING,Residential,Empty Lot,Residential: 1 & 2 Family,,R-3,Complete,SIGNED OFF,12/16/2010 12:00:00 AM,06/26/2009,2009,06/26/2009,08/28/2009,2009-09-11,9-11,09/21/2009,12/16/2010,1-2-3 FAMILY,0,3,0,2300,0,1,1,0,0,2010-12-16,2010-12-16,C- CO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,false,,0,
420053505,168-07 81 AVENUE,168-07,81 AVENUE,40.721646,-73.799452,,,4549659,4070190002,QUEENS,07019,00028,NB,New Building,TO BUILD A NEW GARAGE,Residential,Empty Lot,Residential: 1 & 2 Family,,R-3,Complete,SIGNED OFF,11/17/2010 12:00:00 AM,07/22/2009,2009,07/22/2009,09/22/2009,2009-12-04,2-04,01/21/2010,11/17/2010,1-2-3 FAMILY,0,1,0,240,0,0,0,0,0,2010-11-17,2010-11-17,C- CO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
420497411,121-45 7TH AVENUE,121-45,7TH AVENUE,40.790852,-73.845856,,,4549816,4039410004,QUEENS,03941,00047,NB,New Building,"PROPOSED TWO FAMILY DWELLING WITH A 10'-0' CURB CUT (INCLUDING 1'-6' SPLAYS), DISTANT 37.5 WEST OF THE CORNER FORMED BY COLLEGE POINT BLVD AND 7TH AVENUE",Residential,Empty Lot,Residential: 1 & 2 Family,,R-3,Complete,SIGNED OFF,04/24/2013 12:00:00 AM,10/26/2011,2011,10/26/2011,02/08/2012,2012-02-24,2-24,04/18/2012,04/24/2013,1-2-3 FAMILY,0,2,0,1734,0,2,2,2,0,2013-04-24,2013-04-24,C- CO,2,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
